Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,BAJAJFINSV,70257,OPTSTK,PE,1860,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 1860 PE,BAJAJFINSV28AUG25P1860,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70258,OPTSTK,CE,1900,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 1900 CE,BAJAJFINSV28AUG25C1900,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70259,OPTSTK,PE,1900,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 1900 PE,BAJAJFINSV28AUG25P1900,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70260,OPTSTK,CE,1940,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 1940 CE,BAJAJFINSV28AUG25C1940,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70261,OPTSTK,PE,1940,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 1940 PE,BAJAJFINSV28AUG25P1940,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70262,OPTSTK,CE,1980,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 1980 CE,BAJAJFINSV28AUG25C1980,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70263,OPTSTK,PE,1980,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 1980 PE,BAJAJFINSV28AUG25P1980,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70264,OPTSTK,CE,2020,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2020 CE,BAJAJFINSV28AUG25C2020,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70265,OPTSTK,PE,2020,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2020 PE,BAJAJFINSV28AUG25P2020,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70266,OPTSTK,CE,2060,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2060 CE,BAJAJFINSV28AUG25C2060,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70267,OPTSTK,PE,2060,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2060 PE,BAJAJFINSV28AUG25P2060,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70268,OPTSTK,CE,2100,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2100 CE,BAJAJFINSV28AUG25C2100,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70269,OPTSTK,PE,2100,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2100 PE,BAJAJFINSV28AUG25P2100,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70270,OPTSTK,CE,2140,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2140 CE,BAJAJFINSV28AUG25C2140,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70271,OPTSTK,PE,2140,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2140 PE,BAJAJFINSV28AUG25P2140,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70272,OPTSTK,CE,2180,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2180 CE,BAJAJFINSV28AUG25C2180,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70273,OPTSTK,PE,2180,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2180 PE,BAJAJFINSV28AUG25P2180,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70274,OPTSTK,CE,2220,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2220 CE,BAJAJFINSV28AUG25C2220,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70275,OPTSTK,PE,2220,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2220 PE,BAJAJFINSV28AUG25P2220,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70276,OPTSTK,CE,2260,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2260 CE,BAJAJFINSV28AUG25C2260,2025-08-28,500,0.05
NFO,nse_fo,BAJAJFINSV,70277,OPTSTK,PE,2260,BAJAJ FINSERV LTD.,BAJAJFINSV AUG 2260 PE,BAJAJFINSV28AUG25P2260,2025-08-28,500,0.05
NFO,nse_fo,MIDCPNIFTY,70295,OPTIDX,CE,11700,MIDCPNIFTY,MIDCPNIFTY AUG 11700 CE,MIDCPNIFTY28AUG25C11700,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70296,OPTIDX,PE,11700,MIDCPNIFTY,MIDCPNIFTY AUG 11700 PE,MIDCPNIFTY28AUG25P11700,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70303,OPTIDX,CE,11800,MIDCPNIFTY,MIDCPNIFTY AUG 11800 CE,MIDCPNIFTY28AUG25C11800,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70304,OPTIDX,PE,11800,MIDCPNIFTY,MIDCPNIFTY AUG 11800 PE,MIDCPNIFTY28AUG25P11800,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70313,OPTIDX,CE,11900,MIDCPNIFTY,MIDCPNIFTY AUG 11900 CE,MIDCPNIFTY28AUG25C11900,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70314,OPTIDX,PE,11900,MIDCPNIFTY,MIDCPNIFTY AUG 11900 PE,MIDCPNIFTY28AUG25P11900,2025-08-28,140,0.05
NFO,nse_fo,BAJAJFINSV,70358,OPTSTK,CE,1680,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1680 CE,BAJAJFINSV31JUL25C1680,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70359,OPTSTK,PE,1680,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1680 PE,BAJAJFINSV31JUL25P1680,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70360,OPTSTK,CE,1720,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1720 CE,BAJAJFINSV31JUL25C1720,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70361,OPTSTK,PE,1720,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1720 PE,BAJAJFINSV31JUL25P1720,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70362,OPTSTK,CE,1760,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1760 CE,BAJAJFINSV31JUL25C1760,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70377,OPTSTK,PE,1760,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1760 PE,BAJAJFINSV31JUL25P1760,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70378,OPTSTK,CE,1800,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1800 CE,BAJAJFINSV31JUL25C1800,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70379,OPTSTK,PE,1800,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1800 PE,BAJAJFINSV31JUL25P1800,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70380,OPTSTK,CE,1840,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1840 CE,BAJAJFINSV31JUL25C1840,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70381,OPTSTK,PE,1840,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1840 PE,BAJAJFINSV31JUL25P1840,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70382,OPTSTK,CE,1880,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1880 CE,BAJAJFINSV31JUL25C1880,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70383,OPTSTK,PE,1880,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1880 PE,BAJAJFINSV31JUL25P1880,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70384,OPTSTK,CE,1920,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1920 CE,BAJAJFINSV31JUL25C1920,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70385,OPTSTK,PE,1920,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1920 PE,BAJAJFINSV31JUL25P1920,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70386,OPTSTK,CE,1960,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1960 CE,BAJAJFINSV31JUL25C1960,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70387,OPTSTK,PE,1960,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 1960 PE,BAJAJFINSV31JUL25P1960,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70388,OPTSTK,CE,2000,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2000 CE,BAJAJFINSV31JUL25C2000,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70389,OPTSTK,PE,2000,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2000 PE,BAJAJFINSV31JUL25P2000,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70390,OPTSTK,CE,2040,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2040 CE,BAJAJFINSV31JUL25C2040,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70391,OPTSTK,PE,2040,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2040 PE,BAJAJFINSV31JUL25P2040,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70392,OPTSTK,CE,2080,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2080 CE,BAJAJFINSV31JUL25C2080,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70393,OPTSTK,PE,2080,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2080 PE,BAJAJFINSV31JUL25P2080,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70395,OPTSTK,CE,2120,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2120 CE,BAJAJFINSV31JUL25C2120,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70396,OPTSTK,PE,2120,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2120 PE,BAJAJFINSV31JUL25P2120,2025-07-31,500,0.05
NFO,nse_fo,MIDCPNIFTY,70397,OPTIDX,CE,11950,MIDCPNIFTY,MIDCPNIFTY AUG 11950 CE,MIDCPNIFTY28AUG25C11950,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70398,OPTIDX,PE,11950,MIDCPNIFTY,MIDCPNIFTY AUG 11950 PE,MIDCPNIFTY28AUG25P11950,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70399,OPTIDX,CE,11975,MIDCPNIFTY,MIDCPNIFTY AUG 11975 CE,MIDCPNIFTY28AUG25C11975,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70400,OPTIDX,PE,11975,MIDCPNIFTY,MIDCPNIFTY AUG 11975 PE,MIDCPNIFTY28AUG25P11975,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70401,OPTIDX,CE,12000,MIDCPNIFTY,MIDCPNIFTY AUG 12000 CE,MIDCPNIFTY28AUG25C12000,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70402,OPTIDX,PE,12000,MIDCPNIFTY,MIDCPNIFTY AUG 12000 PE,MIDCPNIFTY28AUG25P12000,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70403,OPTIDX,CE,12025,MIDCPNIFTY,MIDCPNIFTY AUG 12025 CE,MIDCPNIFTY28AUG25C12025,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70404,OPTIDX,PE,12025,MIDCPNIFTY,MIDCPNIFTY AUG 12025 PE,MIDCPNIFTY28AUG25P12025,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70405,OPTIDX,CE,12050,MIDCPNIFTY,MIDCPNIFTY AUG 12050 CE,MIDCPNIFTY28AUG25C12050,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70406,OPTIDX,PE,12050,MIDCPNIFTY,MIDCPNIFTY AUG 12050 PE,MIDCPNIFTY28AUG25P12050,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70407,OPTIDX,CE,12075,MIDCPNIFTY,MIDCPNIFTY AUG 12075 CE,MIDCPNIFTY28AUG25C12075,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70408,OPTIDX,PE,12075,MIDCPNIFTY,MIDCPNIFTY AUG 12075 PE,MIDCPNIFTY28AUG25P12075,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70409,OPTIDX,CE,12100,MIDCPNIFTY,MIDCPNIFTY AUG 12100 CE,MIDCPNIFTY28AUG25C12100,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70410,OPTIDX,PE,12100,MIDCPNIFTY,MIDCPNIFTY AUG 12100 PE,MIDCPNIFTY28AUG25P12100,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70411,OPTIDX,CE,12125,MIDCPNIFTY,MIDCPNIFTY AUG 12125 CE,MIDCPNIFTY28AUG25C12125,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70412,OPTIDX,PE,12125,MIDCPNIFTY,MIDCPNIFTY AUG 12125 PE,MIDCPNIFTY28AUG25P12125,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70413,OPTIDX,CE,12150,MIDCPNIFTY,MIDCPNIFTY AUG 12150 CE,MIDCPNIFTY28AUG25C12150,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70414,OPTIDX,PE,12150,MIDCPNIFTY,MIDCPNIFTY AUG 12150 PE,MIDCPNIFTY28AUG25P12150,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70415,OPTIDX,CE,12175,MIDCPNIFTY,MIDCPNIFTY AUG 12175 CE,MIDCPNIFTY28AUG25C12175,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70416,OPTIDX,PE,12175,MIDCPNIFTY,MIDCPNIFTY AUG 12175 PE,MIDCPNIFTY28AUG25P12175,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70417,OPTIDX,CE,12200,MIDCPNIFTY,MIDCPNIFTY AUG 12200 CE,MIDCPNIFTY28AUG25C12200,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70418,OPTIDX,PE,12200,MIDCPNIFTY,MIDCPNIFTY AUG 12200 PE,MIDCPNIFTY28AUG25P12200,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70419,OPTIDX,CE,12225,MIDCPNIFTY,MIDCPNIFTY AUG 12225 CE,MIDCPNIFTY28AUG25C12225,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70420,OPTIDX,PE,12225,MIDCPNIFTY,MIDCPNIFTY AUG 12225 PE,MIDCPNIFTY28AUG25P12225,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70421,OPTIDX,CE,12250,MIDCPNIFTY,MIDCPNIFTY AUG 12250 CE,MIDCPNIFTY28AUG25C12250,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70422,OPTIDX,PE,12250,MIDCPNIFTY,MIDCPNIFTY AUG 12250 PE,MIDCPNIFTY28AUG25P12250,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70423,OPTIDX,CE,12275,MIDCPNIFTY,MIDCPNIFTY AUG 12275 CE,MIDCPNIFTY28AUG25C12275,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70424,OPTIDX,PE,12275,MIDCPNIFTY,MIDCPNIFTY AUG 12275 PE,MIDCPNIFTY28AUG25P12275,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70425,OPTIDX,CE,12300,MIDCPNIFTY,MIDCPNIFTY AUG 12300 CE,MIDCPNIFTY28AUG25C12300,2025-08-28,140,0.05
NFO,nse_fo,BAJAJFINSV,70426,OPTSTK,CE,2160,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2160 CE,BAJAJFINSV31JUL25C2160,2025-07-31,500,0.05
NFO,nse_fo,MIDCPNIFTY,70427,OPTIDX,PE,12300,MIDCPNIFTY,MIDCPNIFTY AUG 12300 PE,MIDCPNIFTY28AUG25P12300,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70428,OPTIDX,CE,12325,MIDCPNIFTY,MIDCPNIFTY AUG 12325 CE,MIDCPNIFTY28AUG25C12325,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70429,OPTIDX,PE,12325,MIDCPNIFTY,MIDCPNIFTY AUG 12325 PE,MIDCPNIFTY28AUG25P12325,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70430,OPTIDX,CE,12350,MIDCPNIFTY,MIDCPNIFTY AUG 12350 CE,MIDCPNIFTY28AUG25C12350,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70431,OPTIDX,PE,12350,MIDCPNIFTY,MIDCPNIFTY AUG 12350 PE,MIDCPNIFTY28AUG25P12350,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70432,OPTIDX,CE,12375,MIDCPNIFTY,MIDCPNIFTY AUG 12375 CE,MIDCPNIFTY28AUG25C12375,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70433,OPTIDX,PE,12375,MIDCPNIFTY,MIDCPNIFTY AUG 12375 PE,MIDCPNIFTY28AUG25P12375,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70434,OPTIDX,CE,12400,MIDCPNIFTY,MIDCPNIFTY AUG 12400 CE,MIDCPNIFTY28AUG25C12400,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70435,OPTIDX,PE,12400,MIDCPNIFTY,MIDCPNIFTY AUG 12400 PE,MIDCPNIFTY28AUG25P12400,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70436,OPTIDX,CE,12425,MIDCPNIFTY,MIDCPNIFTY AUG 12425 CE,MIDCPNIFTY28AUG25C12425,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70437,OPTIDX,PE,12425,MIDCPNIFTY,MIDCPNIFTY AUG 12425 PE,MIDCPNIFTY28AUG25P12425,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70438,OPTIDX,CE,12450,MIDCPNIFTY,MIDCPNIFTY AUG 12450 CE,MIDCPNIFTY28AUG25C12450,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70439,OPTIDX,PE,12450,MIDCPNIFTY,MIDCPNIFTY AUG 12450 PE,MIDCPNIFTY28AUG25P12450,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70440,OPTIDX,CE,12475,MIDCPNIFTY,MIDCPNIFTY AUG 12475 CE,MIDCPNIFTY28AUG25C12475,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70443,OPTIDX,PE,12475,MIDCPNIFTY,MIDCPNIFTY AUG 12475 PE,MIDCPNIFTY28AUG25P12475,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70444,OPTIDX,CE,12500,MIDCPNIFTY,MIDCPNIFTY AUG 12500 CE,MIDCPNIFTY28AUG25C12500,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70445,OPTIDX,PE,12500,MIDCPNIFTY,MIDCPNIFTY AUG 12500 PE,MIDCPNIFTY28AUG25P12500,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70446,OPTIDX,CE,12525,MIDCPNIFTY,MIDCPNIFTY AUG 12525 CE,MIDCPNIFTY28AUG25C12525,2025-08-28,140,0.05
NFO,nse_fo,BAJAJFINSV,70449,OPTSTK,PE,2160,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2160 PE,BAJAJFINSV31JUL25P2160,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70450,OPTSTK,CE,2200,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2200 CE,BAJAJFINSV31JUL25C2200,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70451,OPTSTK,PE,2200,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2200 PE,BAJAJFINSV31JUL25P2200,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70452,OPTSTK,CE,2240,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2240 CE,BAJAJFINSV31JUL25C2240,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70453,OPTSTK,PE,2240,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2240 PE,BAJAJFINSV31JUL25P2240,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70454,OPTSTK,CE,2280,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2280 CE,BAJAJFINSV31JUL25C2280,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70455,OPTSTK,PE,2280,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2280 PE,BAJAJFINSV31JUL25P2280,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70456,OPTSTK,CE,2320,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2320 CE,BAJAJFINSV31JUL25C2320,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70457,OPTSTK,PE,2320,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2320 PE,BAJAJFINSV31JUL25P2320,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70458,OPTSTK,CE,2360,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2360 CE,BAJAJFINSV31JUL25C2360,2025-07-31,500,0.05
NFO,nse_fo,BAJAJFINSV,70459,OPTSTK,PE,2360,BAJAJ FINSERV LTD.,BAJAJFINSV JUL 2360 PE,BAJAJFINSV31JUL25P2360,2025-07-31,500,0.05
NFO,nse_fo,MIDCPNIFTY,70466,OPTIDX,PE,12525,MIDCPNIFTY,MIDCPNIFTY AUG 12525 PE,MIDCPNIFTY28AUG25P12525,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70467,OPTIDX,CE,12550,MIDCPNIFTY,MIDCPNIFTY AUG 12550 CE,MIDCPNIFTY28AUG25C12550,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70468,OPTIDX,PE,12550,MIDCPNIFTY,MIDCPNIFTY AUG 12550 PE,MIDCPNIFTY28AUG25P12550,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70469,OPTIDX,CE,12575,MIDCPNIFTY,MIDCPNIFTY AUG 12575 CE,MIDCPNIFTY28AUG25C12575,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70470,OPTIDX,PE,12575,MIDCPNIFTY,MIDCPNIFTY AUG 12575 PE,MIDCPNIFTY28AUG25P12575,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70471,OPTIDX,CE,12600,MIDCPNIFTY,MIDCPNIFTY AUG 12600 CE,MIDCPNIFTY28AUG25C12600,2025-08-28,140,0.05
NFO,nse_fo,BAJAJFINSV,70517,OPTSTK,CE,1680,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1680 CE,BAJAJFINSV30SEP25C1680,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70518,OPTSTK,PE,1680,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1680 PE,BAJAJFINSV30SEP25P1680,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70523,OPTSTK,CE,1760,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1760 CE,BAJAJFINSV30SEP25C1760,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70524,OPTSTK,PE,1760,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1760 PE,BAJAJFINSV30SEP25P1760,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70525,OPTSTK,CE,1800,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1800 CE,BAJAJFINSV30SEP25C1800,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70526,OPTSTK,PE,1800,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1800 PE,BAJAJFINSV30SEP25P1800,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70527,OPTSTK,CE,1840,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1840 CE,BAJAJFINSV30SEP25C1840,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70530,OPTSTK,PE,1840,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1840 PE,BAJAJFINSV30SEP25P1840,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70531,OPTSTK,CE,1880,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1880 CE,BAJAJFINSV30SEP25C1880,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70532,OPTSTK,PE,1880,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1880 PE,BAJAJFINSV30SEP25P1880,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70533,OPTSTK,CE,1920,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1920 CE,BAJAJFINSV30SEP25C1920,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70534,OPTSTK,PE,1920,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1920 PE,BAJAJFINSV30SEP25P1920,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70535,OPTSTK,CE,1960,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1960 CE,BAJAJFINSV30SEP25C1960,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70536,OPTSTK,PE,1960,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 1960 PE,BAJAJFINSV30SEP25P1960,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70537,OPTSTK,CE,2000,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 2000 CE,BAJAJFINSV30SEP25C2000,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70538,OPTSTK,PE,2000,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 2000 PE,BAJAJFINSV30SEP25P2000,2025-09-30,500,0.05
NFO,nse_fo,BAJAJFINSV,70539,OPTSTK,CE,2040,BAJAJ FINSERV LTD.,BAJAJFINSV SEP 2040 CE,BAJAJFINSV30SEP25C2040,2025-09-30,500,0.05
NFO,nse_fo,MIDCPNIFTY,70546,OPTIDX,PE,12600,MIDCPNIFTY,MIDCPNIFTY AUG 12600 PE,MIDCPNIFTY28AUG25P12600,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70547,OPTIDX,CE,12625,MIDCPNIFTY,MIDCPNIFTY AUG 12625 CE,MIDCPNIFTY28AUG25C12625,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70562,OPTIDX,PE,12625,MIDCPNIFTY,MIDCPNIFTY AUG 12625 PE,MIDCPNIFTY28AUG25P12625,2025-08-28,140,0.05
NFO,nse_fo,MIDCPNIFTY,70563,OPTIDX,CE,12650,MIDCPNIFTY,MIDCPNIFTY AUG 12650 CE,MIDCPNIFTY28AUG25C12650,2025-08-28,140,0.05
