Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,HAL,97521,OPTSTK,CE,4950,HINDUSTAN AERONAUTICS LTD,HAL JUL 4950 CE,HAL31JUL25C4950,2025-07-31,150,0.05
NFO,nse_fo,HAL,97522,OPTSTK,PE,4950,HINDUSTAN AERONAUTICS LTD,HAL JUL 4950 PE,HAL31JUL25P4950,2025-07-31,150,0.05
NFO,nse_fo,HAL,97523,OPTSTK,CE,5050,HINDUSTAN AERONAUTICS LTD,HAL JUL 5050 CE,HAL31JUL25C5050,2025-07-31,150,0.05
NFO,nse_fo,HAL,97525,OPTSTK,PE,5050,HINDUSTAN AERONAUTICS LTD,HAL JUL 5050 PE,HAL31JUL25P5050,2025-07-31,150,0.05
NFO,nse_fo,HAL,97526,OPTSTK,CE,5150,HINDUSTAN AERONAUTICS LTD,HAL JUL 5150 CE,HAL31JUL25C5150,2025-07-31,150,0.05
NFO,nse_fo,HAL,97527,OPTSTK,PE,5150,HINDUSTAN AERONAUTICS LTD,HAL JUL 5150 PE,HAL31JUL25P5150,2025-07-31,150,0.05
NFO,nse_fo,HAL,97528,OPTSTK,CE,5250,HINDUSTAN AERONAUTICS LTD,HAL JUL 5250 CE,HAL31JUL25C5250,2025-07-31,150,0.05
NFO,nse_fo,HAL,97529,OPTSTK,PE,5250,HINDUSTAN AERONAUTICS LTD,HAL JUL 5250 PE,HAL31JUL25P5250,2025-07-31,150,0.05
NFO,nse_fo,HAL,97530,OPTSTK,CE,5350,HINDUSTAN AERONAUTICS LTD,HAL JUL 5350 CE,HAL31JUL25C5350,2025-07-31,150,0.05
NFO,nse_fo,HAL,97532,OPTSTK,CE,5450,HINDUSTAN AERONAUTICS LTD,HAL JUL 5450 CE,HAL31JUL25C5450,2025-07-31,150,0.05
NFO,nse_fo,IIFL,97544,OPTSTK,PE,420,IIFL FINANCE LIMITED,IIFL SEP 420 PE,IIFL30SEP25P420,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97545,OPTSTK,CE,440,IIFL FINANCE LIMITED,IIFL SEP 440 CE,IIFL30SEP25C440,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97547,OPTSTK,PE,440,IIFL FINANCE LIMITED,IIFL SEP 440 PE,IIFL30SEP25P440,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97548,OPTSTK,CE,460,IIFL FINANCE LIMITED,IIFL SEP 460 CE,IIFL30SEP25C460,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97554,OPTSTK,PE,460,IIFL FINANCE LIMITED,IIFL SEP 460 PE,IIFL30SEP25P460,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97555,OPTSTK,CE,480,IIFL FINANCE LIMITED,IIFL SEP 480 CE,IIFL30SEP25C480,2025-09-30,1650,0.05
NFO,nse_fo,HINDPETRO,97573,OPTSTK,PE,320,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 320 PE,HINDPETRO31JUL25P320,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97574,OPTSTK,CE,330,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 330 CE,HINDPETRO31JUL25C330,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97576,OPTSTK,CE,340,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 340 CE,HINDPETRO31JUL25C340,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97577,OPTSTK,PE,340,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 340 PE,HINDPETRO31JUL25P340,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97578,OPTSTK,CE,350,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 350 CE,HINDPETRO31JUL25C350,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97579,OPTSTK,PE,350,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 350 PE,HINDPETRO31JUL25P350,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97580,OPTSTK,CE,360,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 360 CE,HINDPETRO31JUL25C360,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97581,OPTSTK,PE,360,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 360 PE,HINDPETRO31JUL25P360,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97582,OPTSTK,CE,370,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 370 CE,HINDPETRO31JUL25C370,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97583,OPTSTK,PE,370,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 370 PE,HINDPETRO31JUL25P370,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97584,OPTSTK,CE,380,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 380 CE,HINDPETRO31JUL25C380,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97585,OPTSTK,PE,380,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 380 PE,HINDPETRO31JUL25P380,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97586,OPTSTK,CE,390,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 390 CE,HINDPETRO31JUL25C390,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97587,OPTSTK,PE,390,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 390 PE,HINDPETRO31JUL25P390,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97588,OPTSTK,CE,400,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 400 CE,HINDPETRO31JUL25C400,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97589,OPTSTK,PE,400,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 400 PE,HINDPETRO31JUL25P400,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97590,OPTSTK,CE,410,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 410 CE,HINDPETRO31JUL25C410,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97592,OPTSTK,PE,410,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 410 PE,HINDPETRO31JUL25P410,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97595,OPTSTK,CE,420,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 420 CE,HINDPETRO31JUL25C420,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97596,OPTSTK,PE,420,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 420 PE,HINDPETRO31JUL25P420,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97597,OPTSTK,CE,430,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 430 CE,HINDPETRO31JUL25C430,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97598,OPTSTK,PE,430,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 430 PE,HINDPETRO31JUL25P430,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97599,OPTSTK,CE,440,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 440 CE,HINDPETRO31JUL25C440,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97600,OPTSTK,PE,440,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 440 PE,HINDPETRO31JUL25P440,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97601,OPTSTK,CE,450,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 450 CE,HINDPETRO31JUL25C450,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97602,OPTSTK,PE,450,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 450 PE,HINDPETRO31JUL25P450,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97603,OPTSTK,CE,460,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 460 CE,HINDPETRO31JUL25C460,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97604,OPTSTK,PE,460,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 460 PE,HINDPETRO31JUL25P460,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97605,OPTSTK,CE,470,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 470 CE,HINDPETRO31JUL25C470,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97606,OPTSTK,PE,470,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 470 PE,HINDPETRO31JUL25P470,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97607,OPTSTK,CE,480,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 480 CE,HINDPETRO31JUL25C480,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97608,OPTSTK,PE,480,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 480 PE,HINDPETRO31JUL25P480,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97609,OPTSTK,CE,500,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 500 CE,HINDPETRO31JUL25C500,2025-07-31,2025,0.05
NFO,nse_fo,HINDPETRO,97610,OPTSTK,PE,500,HINDUSTAN PETROLEUM CORP,HINDPETRO JUL 500 PE,HINDPETRO31JUL25P500,2025-07-31,2025,0.05
NFO,nse_fo,IIFL,97618,OPTSTK,PE,480,IIFL FINANCE LIMITED,IIFL SEP 480 PE,IIFL30SEP25P480,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97621,OPTSTK,CE,500,IIFL FINANCE LIMITED,IIFL SEP 500 CE,IIFL30SEP25C500,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97622,OPTSTK,PE,500,IIFL FINANCE LIMITED,IIFL SEP 500 PE,IIFL30SEP25P500,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97626,OPTSTK,CE,520,IIFL FINANCE LIMITED,IIFL SEP 520 CE,IIFL30SEP25C520,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97664,OPTSTK,PE,520,IIFL FINANCE LIMITED,IIFL SEP 520 PE,IIFL30SEP25P520,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97665,OPTSTK,CE,540,IIFL FINANCE LIMITED,IIFL SEP 540 CE,IIFL30SEP25C540,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97666,OPTSTK,PE,540,IIFL FINANCE LIMITED,IIFL SEP 540 PE,IIFL30SEP25P540,2025-09-30,1650,0.05
NFO,nse_fo,HAL,97677,OPTSTK,CE,4000,HINDUSTAN AERONAUTICS LTD,HAL AUG 4000 CE,HAL28AUG25C4000,2025-08-28,150,0.05
NFO,nse_fo,HAL,97678,OPTSTK,PE,4000,HINDUSTAN AERONAUTICS LTD,HAL AUG 4000 PE,HAL28AUG25P4000,2025-08-28,150,0.05
NFO,nse_fo,IIFL,97680,OPTSTK,CE,560,IIFL FINANCE LIMITED,IIFL SEP 560 CE,IIFL30SEP25C560,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97681,OPTSTK,PE,560,IIFL FINANCE LIMITED,IIFL SEP 560 PE,IIFL30SEP25P560,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97682,OPTSTK,CE,580,IIFL FINANCE LIMITED,IIFL SEP 580 CE,IIFL30SEP25C580,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97685,OPTSTK,PE,580,IIFL FINANCE LIMITED,IIFL SEP 580 PE,IIFL30SEP25P580,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97686,OPTSTK,CE,600,IIFL FINANCE LIMITED,IIFL SEP 600 CE,IIFL30SEP25C600,2025-09-30,1650,0.05
NFO,nse_fo,IIFL,97693,OPTSTK,PE,600,IIFL FINANCE LIMITED,IIFL SEP 600 PE,IIFL30SEP25P600,2025-09-30,1650,0.05
NFO,nse_fo,INDHOTEL,97718,OPTSTK,CE,670,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 670 CE,INDHOTEL28AUG25C670,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97719,OPTSTK,PE,670,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 670 PE,INDHOTEL28AUG25P670,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97720,OPTSTK,CE,690,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 690 CE,INDHOTEL28AUG25C690,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97721,OPTSTK,PE,690,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 690 PE,INDHOTEL28AUG25P690,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97722,OPTSTK,CE,710,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 710 CE,INDHOTEL28AUG25C710,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97723,OPTSTK,PE,710,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 710 PE,INDHOTEL28AUG25P710,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97724,OPTSTK,CE,730,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 730 CE,INDHOTEL28AUG25C730,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97725,OPTSTK,PE,730,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 730 PE,INDHOTEL28AUG25P730,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97726,OPTSTK,CE,750,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 750 CE,INDHOTEL28AUG25C750,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97727,OPTSTK,PE,750,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 750 PE,INDHOTEL28AUG25P750,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97728,OPTSTK,CE,770,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 770 CE,INDHOTEL28AUG25C770,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97729,OPTSTK,PE,770,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 770 PE,INDHOTEL28AUG25P770,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97730,OPTSTK,CE,790,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 790 CE,INDHOTEL28AUG25C790,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97731,OPTSTK,PE,790,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 790 PE,INDHOTEL28AUG25P790,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97732,OPTSTK,CE,810,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 810 CE,INDHOTEL28AUG25C810,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97736,OPTSTK,PE,810,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 810 PE,INDHOTEL28AUG25P810,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97737,OPTSTK,CE,830,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 830 CE,INDHOTEL28AUG25C830,2025-08-28,1000,0.05
NFO,nse_fo,INDHOTEL,97751,OPTSTK,PE,830,THE INDIAN HOTELS CO. LTD,INDHOTEL AUG 830 PE,INDHOTEL28AUG25P830,2025-08-28,1000,0.05
NFO,nse_fo,HAL,97781,OPTSTK,CE,4200,HINDUSTAN AERONAUTICS LTD,HAL AUG 4200 CE,HAL28AUG25C4200,2025-08-28,150,0.05
NFO,nse_fo,HAL,97782,OPTSTK,PE,4200,HINDUSTAN AERONAUTICS LTD,HAL AUG 4200 PE,HAL28AUG25P4200,2025-08-28,150,0.05
NFO,nse_fo,HAL,97791,OPTSTK,CE,4400,HINDUSTAN AERONAUTICS LTD,HAL AUG 4400 CE,HAL28AUG25C4400,2025-08-28,150,0.05
NFO,nse_fo,HAL,97792,OPTSTK,PE,4400,HINDUSTAN AERONAUTICS LTD,HAL AUG 4400 PE,HAL28AUG25P4400,2025-08-28,150,0.05
NFO,nse_fo,HAL,97793,OPTSTK,CE,4500,HINDUSTAN AERONAUTICS LTD,HAL AUG 4500 CE,HAL28AUG25C4500,2025-08-28,150,0.05
NFO,nse_fo,HAL,97794,OPTSTK,PE,4500,HINDUSTAN AERONAUTICS LTD,HAL AUG 4500 PE,HAL28AUG25P4500,2025-08-28,150,0.05
NFO,nse_fo,HAL,97797,OPTSTK,CE,4600,HINDUSTAN AERONAUTICS LTD,HAL AUG 4600 CE,HAL28AUG25C4600,2025-08-28,150,0.05
NFO,nse_fo,HAL,97809,OPTSTK,PE,4600,HINDUSTAN AERONAUTICS LTD,HAL AUG 4600 PE,HAL28AUG25P4600,2025-08-28,150,0.05
NFO,nse_fo,HAL,97811,OPTSTK,CE,4700,HINDUSTAN AERONAUTICS LTD,HAL AUG 4700 CE,HAL28AUG25C4700,2025-08-28,150,0.05
NFO,nse_fo,HAL,97812,OPTSTK,PE,4700,HINDUSTAN AERONAUTICS LTD,HAL AUG 4700 PE,HAL28AUG25P4700,2025-08-28,150,0.05
NFO,nse_fo,HAL,97814,OPTSTK,CE,4800,HINDUSTAN AERONAUTICS LTD,HAL AUG 4800 CE,HAL28AUG25C4800,2025-08-28,150,0.05
NFO,nse_fo,HAL,97824,OPTSTK,PE,4800,HINDUSTAN AERONAUTICS LTD,HAL AUG 4800 PE,HAL28AUG25P4800,2025-08-28,150,0.05
NFO,nse_fo,HAL,97825,OPTSTK,CE,4900,HINDUSTAN AERONAUTICS LTD,HAL AUG 4900 CE,HAL28AUG25C4900,2025-08-28,150,0.05
NFO,nse_fo,HAL,97826,OPTSTK,PE,4900,HINDUSTAN AERONAUTICS LTD,HAL AUG 4900 PE,HAL28AUG25P4900,2025-08-28,150,0.05
NFO,nse_fo,HAL,97827,OPTSTK,CE,5000,HINDUSTAN AERONAUTICS LTD,HAL AUG 5000 CE,HAL28AUG25C5000,2025-08-28,150,0.05
NFO,nse_fo,HAL,97828,OPTSTK,PE,5000,HINDUSTAN AERONAUTICS LTD,HAL AUG 5000 PE,HAL28AUG25P5000,2025-08-28,150,0.05
NFO,nse_fo,HAL,97829,OPTSTK,CE,5100,HINDUSTAN AERONAUTICS LTD,HAL AUG 5100 CE,HAL28AUG25C5100,2025-08-28,150,0.05
NFO,nse_fo,HAL,97830,OPTSTK,PE,5100,HINDUSTAN AERONAUTICS LTD,HAL AUG 5100 PE,HAL28AUG25P5100,2025-08-28,150,0.05
NFO,nse_fo,HAL,97831,OPTSTK,CE,5200,HINDUSTAN AERONAUTICS LTD,HAL AUG 5200 CE,HAL28AUG25C5200,2025-08-28,150,0.05
NFO,nse_fo,HAL,97834,OPTSTK,PE,5200,HINDUSTAN AERONAUTICS LTD,HAL AUG 5200 PE,HAL28AUG25P5200,2025-08-28,150,0.05
NFO,nse_fo,HAL,97835,OPTSTK,CE,5300,HINDUSTAN AERONAUTICS LTD,HAL AUG 5300 CE,HAL28AUG25C5300,2025-08-28,150,0.05
NFO,nse_fo,HAL,97836,OPTSTK,PE,5300,HINDUSTAN AERONAUTICS LTD,HAL AUG 5300 PE,HAL28AUG25P5300,2025-08-28,150,0.05
NFO,nse_fo,HAL,97837,OPTSTK,CE,5400,HINDUSTAN AERONAUTICS LTD,HAL AUG 5400 CE,HAL28AUG25C5400,2025-08-28,150,0.05
NFO,nse_fo,HAL,97838,OPTSTK,PE,5400,HINDUSTAN AERONAUTICS LTD,HAL AUG 5400 PE,HAL28AUG25P5400,2025-08-28,150,0.05
NFO,nse_fo,HAL,97839,OPTSTK,CE,5500,HINDUSTAN AERONAUTICS LTD,HAL AUG 5500 CE,HAL28AUG25C5500,2025-08-28,150,0.05
NFO,nse_fo,HAL,97840,OPTSTK,PE,5500,HINDUSTAN AERONAUTICS LTD,HAL AUG 5500 PE,HAL28AUG25P5500,2025-08-28,150,0.05
NFO,nse_fo,HAL,97841,OPTSTK,CE,5600,HINDUSTAN AERONAUTICS LTD,HAL AUG 5600 CE,HAL28AUG25C5600,2025-08-28,150,0.05
NFO,nse_fo,HAL,97842,OPTSTK,PE,5600,HINDUSTAN AERONAUTICS LTD,HAL AUG 5600 PE,HAL28AUG25P5600,2025-08-28,150,0.05
NFO,nse_fo,HAL,97845,OPTSTK,CE,5800,HINDUSTAN AERONAUTICS LTD,HAL AUG 5800 CE,HAL28AUG25C5800,2025-08-28,150,0.05
NFO,nse_fo,HAL,97846,OPTSTK,PE,5800,HINDUSTAN AERONAUTICS LTD,HAL AUG 5800 PE,HAL28AUG25P5800,2025-08-28,150,0.05
NFO,nse_fo,INDHOTEL,97882,OPTSTK,CE,600,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 600 CE,INDHOTEL30SEP25C600,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97883,OPTSTK,PE,600,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 600 PE,INDHOTEL30SEP25P600,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97886,OPTSTK,CE,640,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 640 CE,INDHOTEL30SEP25C640,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97887,OPTSTK,PE,640,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 640 PE,INDHOTEL30SEP25P640,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97888,OPTSTK,CE,660,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 660 CE,INDHOTEL30SEP25C660,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97889,OPTSTK,PE,660,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 660 PE,INDHOTEL30SEP25P660,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97890,OPTSTK,CE,680,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 680 CE,INDHOTEL30SEP25C680,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97891,OPTSTK,PE,680,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 680 PE,INDHOTEL30SEP25P680,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97892,OPTSTK,CE,700,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 700 CE,INDHOTEL30SEP25C700,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97893,OPTSTK,PE,700,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 700 PE,INDHOTEL30SEP25P700,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97894,OPTSTK,CE,720,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 720 CE,INDHOTEL30SEP25C720,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97895,OPTSTK,PE,720,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 720 PE,INDHOTEL30SEP25P720,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97896,OPTSTK,CE,740,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 740 CE,INDHOTEL30SEP25C740,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97897,OPTSTK,PE,740,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 740 PE,INDHOTEL30SEP25P740,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97898,OPTSTK,CE,760,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 760 CE,INDHOTEL30SEP25C760,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97899,OPTSTK,PE,760,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 760 PE,INDHOTEL30SEP25P760,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97900,OPTSTK,CE,780,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 780 CE,INDHOTEL30SEP25C780,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97901,OPTSTK,PE,780,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 780 PE,INDHOTEL30SEP25P780,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97902,OPTSTK,CE,800,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 800 CE,INDHOTEL30SEP25C800,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97903,OPTSTK,PE,800,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 800 PE,INDHOTEL30SEP25P800,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97904,OPTSTK,CE,820,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 820 CE,INDHOTEL30SEP25C820,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97905,OPTSTK,PE,820,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 820 PE,INDHOTEL30SEP25P820,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97906,OPTSTK,CE,840,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 840 CE,INDHOTEL30SEP25C840,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97907,OPTSTK,PE,840,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 840 PE,INDHOTEL30SEP25P840,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97910,OPTSTK,CE,880,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 880 CE,INDHOTEL30SEP25C880,2025-09-30,1000,0.05
NFO,nse_fo,INDHOTEL,97911,OPTSTK,PE,880,THE INDIAN HOTELS CO. LTD,INDHOTEL SEP 880 PE,INDHOTEL30SEP25P880,2025-09-30,1000,0.05
NFO,nse_fo,HINDUNILVR,97929,OPTSTK,CE,1920,HINDUSTAN UNILEVER LTD.,HINDUNILVR JUL 1920 CE,HINDUNILVR31JUL25C1920,2025-07-31,300,0.05
NFO,nse_fo,HINDUNILVR,97930,OPTSTK,PE,1920,HINDUSTAN UNILEVER LTD.,HINDUNILVR JUL 1920 PE,HINDUNILVR31JUL25P1920,2025-07-31,300,0.05
NFO,nse_fo,HINDUNILVR,97932,OPTSTK,CE,1960,HINDUSTAN UNILEVER LTD.,HINDUNILVR JUL 1960 CE,HINDUNILVR31JUL25C1960,2025-07-31,300,0.05
NFO,nse_fo,HINDUNILVR,97933,OPTSTK,PE,1960,HINDUSTAN UNILEVER LTD.,HINDUNILVR JUL 1960 PE,HINDUNILVR31JUL25P1960,2025-07-31,300,0.05
NFO,nse_fo,HINDUNILVR,97934,OPTSTK,CE,2000,HINDUSTAN UNILEVER LTD.,HINDUNILVR JUL 2000 CE,HINDUNILVR31JUL25C2000,2025-07-31,300,0.05
NFO,nse_fo,HINDUNILVR,97935,OPTSTK,PE,2000,HINDUSTAN UNILEVER LTD.,HINDUNILVR JUL 2000 PE,HINDUNILVR31JUL25P2000,2025-07-31,300,0.05
NFO,nse_fo,HINDUNILVR,97936,OPTSTK,CE,2040,HINDUSTAN UNILEVER LTD.,HINDUNILVR JUL 2040 CE,HINDUNILVR31JUL25C2040,2025-07-31,300,0.05
NFO,nse_fo,HINDUNILVR,97937,OPTSTK,PE,2040,HINDUSTAN UNILEVER LTD.,HINDUNILVR JUL 2040 PE,HINDUNILVR31JUL25P2040,2025-07-31,300,0.05
NFO,nse_fo,HINDUNILVR,97939,OPTSTK,CE,2080,HINDUSTAN UNILEVER LTD.,HINDUNILVR JUL 2080 CE,HINDUNILVR31JUL25C2080,2025-07-31,300,0.05
NFO,nse_fo,HINDUNILVR,97940,OPTSTK,PE,2080,HINDUSTAN UNILEVER LTD.,HINDUNILVR JUL 2080 PE,HINDUNILVR31JUL25P2080,2025-07-31,300,0.05
